pokedex_number	name	abilities	attack	defense	speed	hp	sp_attack	sp_defense	base_total	base_egg_steps	base_happiness	weight_kg	height_m	capture_rate	classIfication	type1	type2	experience_growth	percentage_male	generation	is_legendary
331	Cacnea	['Sand Veil', 'Water Absorb']	85	40	35	50	85	40	335	5120	35	51.3	0.4	190	Cactus 	grass	NULL	1059860	50.0	3	N
332	Cacturne	['Sand Veil', 'Water Absorb']	115	60	55	70	115	60	475	5120	35	77.4	1.3	60	Scarecrow 	grass	dark	1059860	50.0	3	N
333	Swablu	['Natural Cure', 'Cloud Nine']	40	60	50	45	40	75	310	5120	70	1.2	0.4	255	Cotton Bird 	normal	flying	600000	50.0	3	N
334	Altaria	['Natural Cure', 'Cloud Nine']	110	110	80	75	110	105	590	5120	70	20.6	1.1	45	Humming 	dragon	flying	600000	50.0	3	N
335	Zangoose	['Immunity', 'Toxic Boost']	115	60	90	73	60	60	458	5120	70	40.3	1.3	90	Cat Ferret 	normal	NULL	600000	50.0	3	N
336	Seviper	['Shed Skin', 'Infiltrator']	100	60	65	73	100	60	458	5120	70	52.5	2.7	90	Fang Snake 	poison	NULL	1640000	50.0	3	N
337	Lunatone	['Levitate']	55	65	70	90	95	85	460	6400	70	168.0	1.0	45	Meteorite 	rock	psychic	800000	NULL	3	N
338	Solrock	['Levitate']	95	85	70	90	55	65	460	6400	70	154.0	1.2	45	Meteorite 	rock	psychic	800000	NULL	3	N
339	Barboach	['Oblivious', 'Anticipation', 'Hydration']	48	43	60	50	46	41	288	5120	70	1.9	0.4	190	Whiskers 	water	ground	1000000	50.0	3	N
340	Whiscash	['Oblivious', 'Anticipation', 'Hydration']	78	73	60	110	76	71	468	5120	70	23.6	0.9	75	Whiskers 	water	ground	1000000	50.0	3	N
341	Corphish	['Hyper Cutter', 'Shell Armor', 'Adaptability']	80	65	35	43	50	35	308	3840	70	11.5	0.6	205	Ruffian 	water	NULL	1640000	50.0	3	N
342	Crawdaunt	['Hyper Cutter', 'Shell Armor', 'Adaptability']	120	85	55	63	90	55	468	3840	70	32.8	1.1	155	Rogue 	water	dark	1640000	50.0	3	N
343	Baltoy	['Levitate']	40	55	55	40	40	70	300	5120	70	21.5	0.5	255	Clay Doll 	ground	psychic	1000000	NULL	3	N
344	Claydol	['Levitate']	70	105	75	60	70	120	500	5120	70	108.0	1.5	90	Clay Doll 	ground	psychic	1000000	NULL	3	N
345	Lileep	['Suction Cups', 'Storm Drain']	41	77	23	66	61	87	355	7680	70	23.8	1.0	45	Sea Lily 	rock	grass	600000	88.1	3	N
346	Cradily	['Suction Cups', 'Storm Drain']	81	97	43	86	81	107	495	7680	70	60.4	1.5	45	Barnacle 	rock	grass	600000	88.1	3	N
347	Anorith	['Battle Armor', 'Swift Swim']	95	50	75	45	40	50	355	7680	70	12.5	0.7	45	Old Shrimp 	rock	bug	600000	88.1	3	N
348	Armaldo	['Battle Armor', 'Swift Swim']	125	100	45	75	70	80	495	7680	70	68.2	1.5	45	Plate 	rock	bug	600000	88.1	3	N
349	Feebas	['Swift Swim', 'Oblivious', 'Adaptability']	15	20	80	20	10	55	200	5120	70	7.4	0.6	255	Fish 	water	NULL	600000	50.0	3	N
350	Milotic	['Marvel Scale', 'Competitive', 'Cute Charm']	60	79	81	95	100	125	540	5120	70	162.0	6.2	60	Tender 	water	NULL	600000	50.0	3	N
351	Castform	['Forecast']	70	70	70	70	70	70	420	6400	70	0.8	0.3	45	Weather 	normal	NULL	1000000	50.0	3	N
352	Kecleon	['Color Change', 'Protean']	90	70	40	60	60	120	440	5120	70	22.0	1.0	200	Color Swap 	normal	NULL	1059860	50.0	3	N
353	Shuppet	['Insomnia', 'Frisk', 'Cursed Body']	75	35	45	44	63	33	295	6400	35	2.3	0.6	225	Puppet 	ghost	NULL	800000	50.0	3	N
354	Banette	['Insomnia', 'Frisk', 'Cursed Body']	165	75	75	64	93	83	555	6400	35	12.5	1.1	45	Marionette 	ghost	NULL	800000	50.0	3	N
355	Duskull	['Levitate', 'Frisk']	40	90	25	20	30	90	295	6400	35	15.0	0.8	190	Requiem 	ghost	NULL	800000	50.0	3	N
356	Dusclops	['Pressure', 'Frisk']	70	130	25	40	60	130	455	6400	35	30.6	1.6	90	Beckon 	ghost	NULL	800000	50.0	3	N
357	Tropius	['Chlorophyll', 'Solar Power', 'Harvest']	68	83	51	99	72	87	460	6400	70	100.0	2.0	200	Fruit 	grass	flying	1250000	50.0	3	N
358	Chimecho	['Levitate']	50	80	65	75	95	90	455	6400	70	1.0	0.6	45	Wind Chime 	psychic	NULL	800000	50.0	3	N
359	Absol	['Pressure', 'Super Luck', 'Justified']	150	60	115	65	115	60	565	6400	35	47.0	1.2	30	Disaster 	dark	NULL	1059860	50.0	3	N
360	Wynaut	['Shadow Tag', 'Telepathy']	23	48	23	95	23	48	260	5120	70	14.0	0.6	125	Bright 	psychic	NULL	1000000	50.0	3	N
361	Snorunt	['Inner Focus', 'Ice Body', 'Moody']	50	50	50	50	50	50	300	5120	70	16.8	0.7	190	Snow Hat 	ice	NULL	1000000	50.0	3	N
362	Glalie	['Inner Focus', 'Ice Body', 'Moody']	120	80	100	80	120	80	580	5120	70	256.5	1.5	75	Face 	ice	NULL	1000000	50.0	3	N
363	Spheal	['Thick Fat', 'Ice Body', 'Oblivious']	40	50	25	70	55	50	290	5120	70	39.5	0.8	255	Clap 	ice	water	1059860	50.0	3	N
364	Sealeo	['Thick Fat', 'Ice Body', 'Oblivious']	60	70	45	90	75	70	410	5120	70	87.6	1.1	120	Ball Roll 	ice	water	1059860	50.0	3	N
365	Walrein	['Thick Fat', 'Ice Body', 'Oblivious']	80	90	65	110	95	90	530	5120	70	150.6	1.4	45	Ice Break 	ice	water	1059860	50.0	3	N
366	Clamperl	['Shell Armor', 'Rattled']	64	85	32	35	74	55	345	5120	70	52.5	0.4	255	Bivalve 	water	NULL	600000	50.0	3	N
367	Huntail	['Swift Swim', 'Water Veil']	104	105	52	55	94	75	485	5120	70	27.0	1.7	60	Deep Sea 	water	NULL	600000	50.0	3	N
368	Gorebyss	['Swift Swim', 'Hydration']	84	105	52	55	114	75	485	5120	70	22.6	1.8	60	South Sea 	water	NULL	600000	50.0	3	N
369	Relicanth	['Swift Swim', 'Rock Head', 'Sturdy']	90	130	55	100	45	65	485	10240	70	23.4	1.0	25	Longevity 	water	rock	1250000	88.1	3	N
370	Luvdisc	['Swift Swim', 'Hydration']	30	55	97	43	40	65	330	5120	70	8.7	0.6	225	Rendezvous 	water	NULL	800000	24.6	3	N
371	Bagon	['Rock Head', 'Sheer Force']	75	60	50	45	40	30	300	10240	35	42.1	0.6	45	Rock Head 	dragon	NULL	1250000	50.0	3	N
372	Shelgon	['Rock Head', 'Overcoat']	95	100	50	65	60	50	420	10240	35	110.5	1.1	45	Endurance 	dragon	NULL	1250000	50.0	3	N
373	Salamence	['Intimidate', 'Moxie']	145	130	120	95	120	90	700	10240	35	102.6	1.5	45	Dragon 	dragon	flying	1250000	50.0	3	N
374	Beldum	['Clear Body', 'Light Metal']	55	80	30	40	35	60	300	10240	35	95.2	0.6	3	Iron Ball 	steel	psychic	1250000	NULL	3	N
375	Metang	['Clear Body', 'Light Metal']	75	100	50	60	55	80	420	10240	35	202.5	1.2	3	Iron Claw 	steel	psychic	1250000	NULL	3	N
376	Metagross	['Clear Body', 'Light Metal']	145	150	110	80	105	110	700	10240	35	550.0	1.6	3	Iron Leg 	steel	psychic	1250000	NULL	3	N
377	Regirock	['Clear Body', 'Sturdy']	100	200	50	80	50	100	580	20480	35	230.0	1.7	3	Rock Peak 	rock	NULL	1250000	NULL	3	Y
378	Regice	['Clear Body', 'Ice Body']	50	100	50	80	100	200	580	20480	35	175.0	1.8	3	Iceberg 	ice	NULL	1250000	NULL	3	Y
379	Registeel	['Clear Body', 'Light Metal']	75	150	50	80	75	150	580	20480	35	205.0	1.9	3	Iron 	steel	NULL	1250000	NULL	3	Y
380	Latias	['Levitate']	100	120	110	80	140	150	700	30720	90	40.0	1.4	3	Eon 	dragon	psychic	1250000	0.0	3	Y
381	Latios	['Levitate']	130	100	110	80	160	120	700	30720	90	60.0	2.0	3	Eon 	dragon	psychic	1250000	100.0	3	Y
382	Kyogre	['Drizzle']	150	90	90	100	180	160	770	30720	0	352.0	4.5	3	Sea Basin 	water	NULL	1250000	NULL	3	Y
383	Groudon	['Drought']	180	160	90	100	150	90	770	30720	0	950.0	3.5	3	Continent 	ground	NULL	1250000	NULL	3	Y
384	Rayquaza	['Air Lock']	180	100	115	105	180	100	780	30720	0	206.5	7.0	45	Sky High 	dragon	flying	1250000	NULL	3	Y
385	Jirachi	['Serene Grace']	100	100	100	100	100	100	600	30720	100	1.1	0.3	3	Wish 	steel	psychic	1250000	NULL	3	Y
386	Deoxys	['Pressure']	95	90	180	50	95	90	600	30720	0	60.8	1.7	3	DNA 	psychic	NULL	1250000	NULL	3	Y
387	Turtwig	['Overgrow', 'Shell Armor']	68	64	31	55	45	55	318	5120	70	10.2	0.4	45	Tiny Leaf 	grass	NULL	1059860	88.1	4	N
388	Grotle	['Overgrow', 'Shell Armor']	89	85	36	75	55	65	405	5120	70	97.0	1.1	45	Grove 	grass	NULL	1059860	88.1	4	N
389	Torterra	['Overgrow', 'Shell Armor']	109	105	56	95	75	85	525	5120	70	310.0	2.2	45	Continent 	grass	ground	1059860	88.1	4	N
390	Chimchar	['Blaze', 'Iron Fist']	58	44	61	44	58	44	309	5120	70	6.2	0.5	45	Chimp 	fire	NULL	1059860	88.1	4	N
391	Monferno	['Blaze', 'Iron Fist']	78	52	81	64	78	52	405	5120	70	22.0	0.9	45	Playful 	fire	fighting	1059860	88.1	4	N
392	Infernape	['Blaze', 'Iron Fist']	104	71	108	76	104	71	534	5120	70	55.0	1.2	45	Flame 	fire	fighting	1059860	88.1	4	N
393	Piplup	['Torrent', 'Defiant']	51	53	40	53	61	56	314	5120	70	5.2	0.4	45	Penguin 	water	NULL	1059860	88.1	4	N
394	Prinplup	['Torrent', 'Defiant']	66	68	50	64	81	76	405	5120	70	23.0	0.8	45	Penguin 	water	NULL	1059860	88.1	4	N
395	Empoleon	['Torrent', 'Defiant']	86	88	60	84	111	101	530	5120	70	84.5	1.7	45	Emperor 	water	steel	1059860	88.1	4	N
396	Starly	['Keen Eye', 'Reckless']	55	30	60	40	30	30	245	3840	70	2.0	0.3	255	Starling 	normal	flying	1059860	50.0	4	N
397	Staravia	['Intimidate', 'Reckless']	75	50	80	55	40	40	340	3840	70	15.5	0.6	120	Starling 	normal	flying	1059860	50.0	4	N
398	Staraptor	['Intimidate', 'Reckless']	120	70	100	85	50	60	485	3840	70	24.9	1.2	45	Predator 	normal	flying	1059860	50.0	4	N
399	Bidoof	['Simple', 'Unaware', 'Moody']	45	40	31	59	35	40	250	3840	70	20.0	0.5	255	Plump Mouse 	normal	NULL	1000000	50.0	4	N
400	Bibarel	['Simple', 'Unaware', 'Moody']	85	60	71	79	55	60	410	3840	70	31.5	1.0	127	Beaver 	normal	water	1000000	50.0	4	N
401	Kricketot	['Shed Skin', 'Run Away']	25	41	25	37	25	41	194	3840	70	2.2	0.3	255	Cricket 	bug	NULL	1059860	50.0	4	N
402	Kricketune	['Swarm', 'Technician']	85	51	65	77	55	51	384	3840	70	25.5	1.0	45	Cricket 	bug	NULL	1059860	50.0	4	N
403	Shinx	['Rivalry', 'Intimidate', 'Guts']	65	34	45	45	40	34	263	5120	70	9.5	0.5	235	Flash 	electric	NULL	1059860	50.0	4	N
404	Luxio	['Rivalry', 'Intimidate', 'Guts']	85	49	60	60	60	49	363	5120	100	30.5	0.9	120	Spark 	electric	NULL	1059860	50.0	4	N
405	Luxray	['Rivalry', 'Intimidate', 'Guts']	120	79	70	80	95	79	523	5120	70	42.0	1.4	45	Gleam Eyes 	electric	NULL	1059860	50.0	4	N
406	Budew	['Natural Cure', 'Poison Point', 'Leaf Guard']	30	35	55	40	50	70	280	5120	70	1.2	0.2	255	Bud 	grass	poison	1059860	50.0	4	N
407	Roserade	['Natural Cure', 'Poison Point', 'Technician']	70	65	90	60	125	105	515	5120	70	14.5	0.9	75	Bouquet 	grass	poison	1059860	50.0	4	N
408	Cranidos	['Mold Breaker', 'Sheer Force']	125	40	58	67	30	30	350	7680	70	31.5	0.9	45	Head Butt 	rock	NULL	600000	88.1	4	N
409	Rampardos	['Mold Breaker', 'Sheer Force']	165	60	58	97	65	50	495	7680	70	102.5	1.6	45	Head Butt 	rock	NULL	600000	88.1	4	N
410	Shieldon	['Sturdy', 'Soundproof']	42	118	30	30	42	88	350	7680	70	57.0	0.5	45	Shield 	rock	steel	600000	88.1	4	N
411	Bastiodon	['Sturdy', 'Soundproof']	52	168	30	60	47	138	495	7680	70	149.5	1.3	45	Shield 	rock	steel	600000	88.1	4	N
412	Burmy	['Shed Skin', 'Overcoat']	29	45	36	40	29	45	224	3840	70	3.4	0.2	120	Bagworm 	bug	NULL	1000000	50.0	4	N
413	Wormadam	['Anticipation', 'Overcoat']	69	95	36	60	69	95	424	3840	70	6.5	0.5	45	Bagworm 	bug	grass	1000000	0.0	4	N
414	Mothim	['Swarm', 'Tinted Lens']	94	50	66	70	94	50	424	3840	70	23.3	0.9	45	Moth 	bug	flying	1000000	100.0	4	N
415	Combee	['Honey Gather', 'Hustle']	30	42	70	30	30	42	244	3840	70	5.5	0.3	120	Tiny Bee 	bug	flying	1059860	88.1	4	N
416	Vespiquen	['Pressure', 'Unnerve']	80	102	40	70	80	102	474	3840	70	38.5	1.2	45	Beehive 	bug	flying	1059860	0.0	4	N
417	Pachirisu	['Run Away', 'Pickup', 'Volt Absorb']	45	70	95	60	45	90	405	2560	100	3.9	0.4	200	EleSquirrel 	electric	NULL	1000000	50.0	4	N
418	Buizel	['Swift Swim', 'Water Veil']	65	35	85	55	60	30	330	5120	70	29.5	0.7	190	Sea Weasel 	water	NULL	1000000	50.0	4	N
419	Floatzel	['Swift Swim', 'Water Veil']	105	55	115	85	85	50	495	5120	70	33.5	1.1	75	Sea Weasel 	water	NULL	1000000	50.0	4	N
420	Cherubi	['Chlorophyll']	35	45	35	45	62	53	275	5120	70	3.3	0.4	190	Cherry 	grass	NULL	1000000	50.0	4	N
421	Cherrim	['Flower Gift']	60	70	85	70	87	78	450	5120	70	9.3	0.5	75	Blossom 	grass	NULL	1000000	50.0	4	N
422	Shellos	['Sticky Hold', 'Storm Drain', 'Sand Force']	48	48	34	76	57	62	325	5120	70	6.3	0.3	190	Sea Slug 	water	NULL	1000000	50.0	4	N
423	Gastrodon	['Sticky Hold', 'Storm Drain', 'Sand Force']	83	68	39	111	92	82	475	5120	70	29.9	0.9	75	Sea Slug 	water	ground	1000000	50.0	4	N
424	Ambipom	['Technician', 'Pickup', 'Skill Link']	100	66	115	75	60	66	482	5120	100	20.3	1.2	45	Long Tail 	normal	NULL	800000	50.0	4	N
425	Drifloon	['Aftermath', 'Unburden', 'Flare Boost']	50	34	70	90	60	44	348	7680	70	1.2	0.4	125	Balloon 	ghost	flying	1640000	50.0	4	N
426	Drifblim	['Aftermath', 'Unburden', 'Flare Boost']	80	44	80	150	90	54	498	7680	70	15.0	1.2	60	Blimp 	ghost	flying	1640000	50.0	4	N
427	Buneary	['Run Away', 'Klutz', 'Limber']	66	44	85	55	44	56	350	5120	0	5.5	0.4	190	Rabbit 	normal	NULL	1000000	50.0	4	N
428	Lopunny	['Cute Charm', 'Klutz', 'Limber']	136	94	135	65	54	96	580	5120	140	33.3	1.2	60	Rabbit 	normal	NULL	1000000	50.0	4	N
429	Mismagius	['Levitate']	60	60	105	60	105	105	495	6400	35	4.4	0.9	45	Magical 	ghost	NULL	800000	50.0	4	N
430	Honchkrow	['Insomnia', 'Super Luck', 'Moxie']	125	52	71	100	105	52	505	5120	35	27.3	0.9	30	Big Boss 	dark	flying	1059860	50.0	4	N
431	Glameow	['Limber', 'Own Tempo', 'Keen Eye']	55	42	85	49	42	37	310	5120	70	3.9	0.5	190	Catty 	normal	NULL	800000	24.6	4	N
432	Purugly	['Thick Fat', 'Own Tempo', 'Defiant']	82	64	112	71	64	59	452	5120	70	43.8	1.0	75	Tiger Cat 	normal	NULL	800000	24.6	4	N
433	Chingling	['Levitate']	30	50	45	45	65	50	285	6400	70	0.6	0.2	120	Bell 	psychic	NULL	800000	50.0	4	N
434	Stunky	['Stench', 'Aftermath', 'Keen Eye']	63	47	74	63	41	41	329	5120	70	19.2	0.4	225	Skunk 	poison	dark	1000000	50.0	4	N
435	Skuntank	['Stench', 'Aftermath', 'Keen Eye']	93	67	84	103	71	61	479	5120	70	38.0	1.0	60	Skunk 	poison	dark	1000000	50.0	4	N
436	Bronzor	['Levitate', 'Heatproof', 'Heavy Metal']	24	86	23	57	24	86	300	5120	70	60.5	0.5	255	Bronze 	steel	psychic	1000000	NULL	4	N
437	Bronzong	['Levitate', 'Heatproof', 'Heavy Metal']	89	116	33	67	79	116	500	5120	70	187.0	1.3	90	Bronze Bell 	steel	psychic	1000000	NULL	4	N
438	Bonsly	['Sturdy', 'Rock Head', 'Rattled']	80	95	10	50	10	45	290	5120	70	15.0	0.5	255	Bonsai 	rock	NULL	1000000	50.0	4	N
439	Mime Jr.	['Soundproof', 'Filter', 'Technician']	25	45	60	20	70	90	310	6400	70	13.0	0.6	145	Mime 	psychic	fairy	1000000	50.0	4	N
440	Happiny	['Natural Cure', 'Serene Grace', 'Friend Guard']	5	5	30	100	15	65	220	10240	140	24.4	0.6	130	Playhouse 	normal	NULL	800000	0.0	4	N
441	Chatot	['Keen Eye', 'Tangled Feet', 'Big Pecks']	65	45	91	76	92	42	411	5120	35	1.9	0.5	30	Music Note 	normal	flying	1059860	50.0	4	N
442	Spiritomb	['Pressure', 'Infiltrator']	92	108	35	50	92	108	485	7680	70	108.0	1.0	100	Forbidden 	ghost	dark	1000000	50.0	4	N
443	Gible	['Sand Veil', 'Rough Skin']	70	45	42	58	40	45	300	10240	70	20.5	0.7	45	Land Shark 	dragon	ground	1250000	50.0	4	N
444	Gabite	['Sand Veil', 'Rough Skin']	90	65	82	68	50	55	410	10240	70	56.0	1.4	45	Cave 	dragon	ground	1250000	50.0	4	N
445	Garchomp	['Sand Veil', 'Rough Skin']	170	115	92	108	120	95	700	10240	70	95.0	1.9	45	Mach 	dragon	ground	1250000	50.0	4	N
446	Munchlax	['Pickup', 'Thick Fat', 'Gluttony']	85	40	5	135	40	85	390	10240	70	105.0	0.6	50	Big Eater 	normal	NULL	1250000	88.1	4	N
447	Riolu	['Steadfast', 'Inner Focus', 'Prankster']	70	40	60	40	35	40	285	6400	70	20.2	0.7	75	Emanation 	fighting	NULL	1059860	88.1	4	N
448	Lucario	['Steadfast', 'Inner Focus', 'Justified']	145	88	112	70	140	70	625	6400	70	54.0	1.2	45	Aura 	fighting	steel	1059860	88.1	4	N
449	Hippopotas	['Sand Stream', 'Sand Force']	72	78	32	68	38	42	330	7680	70	49.5	0.8	140	Hippo 	ground	NULL	1250000	50.0	4	N
450	Hippowdon	['Sand Stream', 'Sand Force']	112	118	47	108	68	72	525	7680	70	300.0	2.0	60	Heavyweight 	ground	NULL	1250000	50.0	4	N
451	Skorupi	['Battle Armor', 'Sniper', 'Keen Eye']	50	90	65	40	30	55	330	5120	70	12.0	0.8	120	Scorpion 	poison	bug	1250000	50.0	4	N
452	Drapion	['Battle Armor', 'Sniper', 'Keen Eye']	90	110	95	70	60	75	500	5120	70	61.5	1.3	45	Ogre Scorp 	poison	dark	1250000	50.0	4	N
453	Croagunk	['Anticipation', 'Dry Skin', 'Poison Touch']	61	40	50	48	61	40	300	2560	100	23.0	0.7	140	Toxic Mouth 	poison	fighting	1000000	50.0	4	N
454	Toxicroak	['Anticipation', 'Dry Skin', 'Poison Touch']	106	65	85	83	86	65	490	5120	70	44.4	1.3	75	Toxic Mouth 	poison	fighting	1000000	50.0	4	N
455	Carnivine	['Levitate']	100	72	46	74	90	72	454	6400	70	27.0	1.4	200	Bug Catcher 	grass	NULL	1250000	50.0	4	N
456	Finneon	['Swift Swim', 'Storm Drain', 'Water Veil']	49	56	66	49	49	61	330	5120	70	7.0	0.4	190	Wing Fish 	water	NULL	600000	50.0	4	N
457	Lumineon	['Swift Swim', 'Storm Drain', 'Water Veil']	69	76	91	69	69	86	460	5120	70	24.0	1.2	75	Neon 	water	NULL	600000	50.0	4	N
458	Mantyke	['Swift Swim', 'Water Absorb', 'Water Veil']	20	50	50	45	60	120	345	6400	70	65.0	1.0	25	Kite 	water	flying	1250000	50.0	4	N
459	Snover	['Snow Warning', 'Soundproof']	62	50	40	60	62	60	334	5120	70	50.5	1.0	120	Frosted Tree 	grass	ice	1250000	50.0	4	N
460	Abomasnow	['Snow Warning', 'Soundproof']	132	105	30	90	132	105	594	5120	70	135.5	2.2	60	Frosted Tree 	grass	ice	1250000	50.0	4	N
461	Weavile	['Pressure', 'Pickpocket']	120	65	125	70	45	85	510	5120	35	34.0	1.1	45	Sharp Claw 	dark	ice	1059860	50.0	4	N
462	Magnezone	['Magnet Pull', 'Sturdy', 'Analytic']	70	115	60	70	130	90	535	5120	70	180.0	1.2	30	Magnet Area 	electric	steel	1000000	NULL	4	N
463	Lickilicky	['Own Tempo', 'Oblivious', 'Cloud Nine']	85	95	50	110	80	95	515	5120	70	140.0	1.7	30	Licking 	normal	NULL	1000000	50.0	4	N
464	Rhyperior	['Lightningrod', 'Solid Rock', 'Reckless']	140	130	40	115	55	55	535	5120	70	282.8	2.4	30	Drill 	ground	rock	1250000	50.0	4	N
465	Tangrowth	['Chlorophyll', 'Leaf Guard', 'Regenerator']	100	125	50	100	110	50	535	5120	70	128.6	2.0	30	Vine 	grass	NULL	1000000	50.0	4	N
466	Electivire	['Motor Drive', 'Vital Spirit']	123	67	95	75	95	85	540	6400	70	138.6	1.8	30	Thunderbolt 	electric	NULL	1000000	75.4	4	N
467	Magmortar	['Flame Body', 'Vital Spirit']	95	67	83	75	125	95	540	6400	70	68.0	1.6	30	Blast 	fire	NULL	1000000	75.4	4	N
468	Togekiss	['Hustle', 'Serene Grace', 'Super Luck']	50	95	80	85	120	115	545	2560	70	38.0	1.5	30	Jubilee 	fairy	flying	800000	88.1	4	N
469	Yanmega	['Speed Boost', 'Tinted Lens', 'Frisk']	76	86	95	86	116	56	515	5120	70	51.5	1.9	30	Ogre Darner 	bug	flying	1000000	50.0	4	N
470	Leafeon	['Leaf Guard', 'Chlorophyll']	110	130	95	65	60	65	525	8960	35	25.5	1.0	45	Verdant 	grass	NULL	1000000	88.1	4	N
471	Glaceon	['Snow Cloak', 'Ice Body']	60	110	65	65	130	95	525	8960	35	25.9	0.8	45	Fresh Snow 	ice	NULL	1000000	88.1	4	N
472	Gliscor	['Hyper Cutter', 'Sand Veil', 'Poison Heal']	95	125	95	75	45	75	510	5120	70	42.5	2.0	30	Fang Scorp 	ground	flying	1059860	50.0	4	N
473	Mamoswine	['Oblivious', 'Snow Cloak', 'Thick Fat']	130	80	80	110	70	60	530	5120	70	291.0	2.5	50	Twin Tusk 	ice	ground	1250000	50.0	4	N
474	Porygon-Z	['Adaptability', 'Download', 'Analytic']	80	70	90	85	135	75	535	5120	70	34.0	0.9	30	Virtual 	normal	NULL	1000000	NULL	4	N
475	Gallade	['Steadfast', 'Justified']	165	95	110	68	65	115	618	5120	35	52.0	1.6	45	Blade 	psychic	fighting	1250000	100.0	4	N
476	Probopass	['Sturdy', 'Magnet Pull', 'Sand Force']	55	145	40	60	75	150	525	5120	70	340.0	1.4	60	Compass 	rock	steel	1000000	50.0	4	N
477	Dusknoir	['Pressure', 'Frisk']	100	135	45	45	65	135	525	6400	35	106.6	2.2	45	Gripper 	ghost	NULL	800000	50.0	4	N
478	Froslass	['Snow Cloak', 'Cursed Body']	80	70	110	70	80	70	480	5120	70	26.6	1.3	75	Snow Land 	ice	ghost	1000000	0.0	4	N
479	Rotom	['Levitate']	65	107	86	50	105	107	520	5120	70	0.3	0.3	45	Plasma 	electric	ghost	1000000	NULL	4	N
480	Uxie	['Levitate']	75	130	95	75	75	130	580	20480	140	0.3	0.3	3	Knowledge 	psychic	NULL	1250000	NULL	4	Y
481	Mesprit	['Levitate']	105	105	80	80	105	105	580	20480	140	0.3	0.3	3	Emotion 	psychic	NULL	1250000	NULL	4	Y
482	Azelf	['Levitate']	125	70	115	75	125	70	580	20480	140	0.3	0.3	3	Willpower 	psychic	NULL	1250000	NULL	4	Y
483	Dialga	['Pressure', 'Telepathy']	120	120	90	100	150	100	680	30720	0	683.0	5.4	3	Temporal 	steel	dragon	1250000	NULL	4	Y
484	Palkia	['Pressure', 'Telepathy']	120	100	100	90	150	120	680	30720	0	336.0	4.2	3	Spatial 	water	dragon	1250000	NULL	4	Y
485	Heatran	['Flash Fire', 'Flame Body']	90	106	77	91	130	106	600	2560	100	430.0	1.7	3	Lava Dome 	fire	steel	1250000	50.0	4	Y
486	Regigigas	['Slow Start']	160	110	100	110	80	110	670	30720	0	420.0	3.7	3	Colossal 	normal	NULL	1250000	NULL	4	Y
487	Giratina	['Pressure', 'Telepathy', 'Levitate']	120	100	90	150	120	100	680	30720	0	750.0	4.5	3	Renegade 	ghost	dragon	1250000	NULL	4	Y
488	Cresselia	['Levitate']	70	120	85	120	75	130	600	30720	100	85.6	1.5	3	Lunar 	psychic	NULL	1250000	0.0	4	Y
489	Phione	['Hydration']	80	80	80	80	80	80	480	10240	70	3.1	0.4	30	Sea Drifter 	water	NULL	1250000	NULL	4	N
490	Manaphy	['Hydration']	100	100	100	100	100	100	600	2560	70	1.4	0.3	3	Seafaring 	water	NULL	1250000	NULL	4	Y
491	Darkrai	['Bad Dreams']	90	90	125	70	135	90	600	30720	0	50.5	1.5	3	Pitch-Black 	dark	NULL	1250000	NULL	4	Y
492	Shaymin	['Natural Cure', 'Serene Grace']	103	75	127	100	120	75	600	30720	100	2.1	0.2	45	Gratitude 	grass	grass	1059860	NULL	4	Y
493	Arceus	['Multitype']	120	120	120	120	120	120	720	30720	0	320.0	3.2	3	Alpha 	normal	NULL	1250000	NULL	4	Y
494	Victini	['Victory Star']	100	100	100	100	100	100	600	30720	100	4.0	0.4	3	Victory 	psychic	fire	1250000	NULL	5	Y
495	Snivy	['Overgrow', 'Contrary']	45	55	63	45	45	55	308	5120	70	8.1	0.6	45	Grass Snake 	grass	NULL	1059860	88.1	5	N
496	Servine	['Overgrow', 'Contrary']	60	75	83	60	60	75	413	5120	70	16.0	0.8	45	Grass Snake 	grass	NULL	1059860	88.1	5	N
497	Serperior	['Overgrow', 'Contrary']	75	95	113	75	75	95	528	5120	70	63.0	3.3	45	Regal 	grass	NULL	1059860	88.1	5	N
498	Tepig	['Blaze', 'Thick Fat']	63	45	45	65	45	45	308	5120	70	9.9	0.5	45	Fire Pig 	fire	NULL	1059860	88.1	5	N
499	Pignite	['Blaze', 'Thick Fat']	93	55	55	90	70	55	418	5120	70	55.5	1.0	45	Fire Pig 	fire	fighting	1059860	88.1	5	N
500	Emboar	['Blaze', 'Reckless']	123	65	65	110	100	65	528	5120	70	150.0	1.6	45	Mega Fire Pig 	fire	fighting	1059860	88.1	5	N
501	Oshawott	['Torrent', 'Shell Armor']	55	45	45	55	63	45	308	5120	70	5.9	0.5	45	Sea Otter 	water	NULL	1059860	88.1	5	N
502	Dewott	['Torrent', 'Shell Armor']	75	60	60	75	83	60	413	5120	70	24.5	0.8	45	Discipline 	water	NULL	1059860	88.1	5	N
503	Samurott	['Torrent', 'Shell Armor']	100	85	70	95	108	70	528	5120	70	94.6	1.5	45	Formidable 	water	NULL	1059860	88.1	5	N
504	Patrat	['Run Away', 'Keen Eye', 'Analytic']	55	39	42	45	35	39	255	3840	70	11.6	0.5	255	Scout 	normal	NULL	1000000	50.0	5	N
